Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,154.889999,158.850006,154.229996,157.919998,156.049484,37039700
2019-01-03,143.979996,145.720001,142.000000,142.190002,140.505798,91312200
2019-01-04,144.529999,148.550003,143.800003,148.259995,146.503891,58607100
2019-01-07,148.699997,148.830002,145.899994,147.929993,146.177811,54777800
2019-01-08,149.559998,151.820007,148.520004,150.750000,148.964386,41025300
2019-01-09,151.289993,154.529999,149.630005,153.309998,151.494064,45099100
2019-01-10,152.500000,153.970001,150.860001,153.800003,151.978271,35780700
2019-01-11,152.880005,153.699997,151.509995,152.289993,150.486160,27023200
2019-01-14,150.850006,151.270004,149.220001,150.000000,148.223282,32439200
2019-01-15,150.270004,153.389999,150.050003,153.070007,151.256927,28710900
2019-01-16,153.080002,155.880005,153.000000,154.940002,153.104782,30569700
2019-01-17,154.199997,157.660004,153.259995,155.860001,154.013885,29821200
2019-01-18,157.500000,157.880005,155.979996,156.820007,154.962494,33751000
2019-01-22,156.410004,156.729996,152.619995,153.300003,151.484207,30394000
2019-01-23,154.149994,155.139999,151.699997,153.919998,152.096848,23130600
2019-01-24,154.110001,154.479996,151.740005,152.699997,150.891296,25441500
2019-01-25,155.479996,158.130005,154.320007,157.759995,155.891357,33535500
2019-01-28,155.789993,156.330002,153.660004,156.300003,154.448654,26192100
2019-01-29,156.250000,158.130005,154.110001,154.679993,152.847839,41587200
2019-01-30,163.250000,166.149994,160.229996,165.250000,163.292648,61109800
2019-01-31,166.110001,169.000000,164.559998,166.440002,164.468567,40739600
2019-02-01,166.960007,168.979996,165.929993,166.520004,164.547607,32668100
2019-02-04,167.410004,171.660004,167.279999,171.250000,169.221588,31495500
2019-02-05,172.860001,175.080002,172.350006,174.179993,172.116867,36101600
2019-02-06,174.649994,175.570007,172.850006,174.240005,172.176163,28239600
2019-02-07,172.399994,173.940002,170.339996,170.940002,168.915268,31741700
2019-02-08,168.990005,170.660004,168.419998,170.410004,169.113724,23820000
2019-02-11,171.050003,171.210007,169.250000,169.429993,168.141174,20993400
2019-02-12,170.100006,171.000000,169.699997,170.889999,169.590073,22283500
2019-02-13,171.389999,172.479996,169.919998,170.179993,168.885468,22490200
2019-02-14,169.710007,171.259995,169.380005,170.800003,169.500778,21835700
2019-02-15,171.250000,171.699997,169.750000,170.419998,169.123657,24626800
2019-02-19,169.710007,171.440002,169.490005,170.929993,169.629761,18972800
2019-02-20,171.190002,173.320007,170.990005,172.029999,170.721405,26114400
2019-02-21,171.800003,172.369995,170.300003,171.059998,169.758789,17249700
2019-02-22,171.580002,173.000000,171.380005,172.970001,171.654251,18913200
2019-02-25,174.160004,175.869995,173.949997,174.229996,172.904678,21873400
2019-02-26,173.710007,175.300003,173.169998,174.330002,173.003922,17070200
2019-02-27,173.210007,175.000000,172.729996,174.869995,173.539795,27835400
2019-02-28,174.320007,174.910004,172.919998,173.149994,171.832886,28215400
2019-03-01,174.279999,175.149994,172.889999,174.970001,173.639038,25886200
2019-03-04,175.690002,177.750000,173.970001,175.850006,174.512360,27436200
2019-03-05,175.940002,176.000000,174.539993,175.529999,174.194778,19737400
2019-03-06,174.669998,175.490005,173.940002,174.520004,173.192474,20810400
2019-03-07,173.869995,174.440002,172.020004,172.500000,171.187836,24796400
2019-03-08,170.320007,173.070007,169.500000,172.910004,171.594711,23999400
2019-03-11,175.490005,179.119995,175.350006,178.899994,177.539139,32011000
2019-03-12,180.000000,182.669998,179.369995,180.910004,179.533875,32467600
2019-03-13,182.250000,183.300003,180.919998,181.710007,180.327774,31032500
2019-03-14,183.899994,184.100006,182.559998,183.729996,182.332397,23579500
2019-03-15,184.850006,187.330002,183.740005,186.119995,184.704224,39042900
2019-03-18,185.800003,188.389999,185.789993,188.020004,186.589783,26219800
2019-03-19,188.350006,188.990005,185.919998,186.529999,185.111115,31646400
2019-03-20,186.229996,189.490005,184.729996,188.160004,186.728714,31035200
2019-03-21,190.020004,196.330002,189.809998,195.089996,193.605988,51034200
2019-03-22,195.339996,197.690002,190.779999,191.050003,189.596725,42407700
2019-03-25,191.509995,191.979996,186.600006,188.740005,187.304291,43845300
2019-03-26,191.660004,192.880005,184.580002,186.789993,185.369125,49800500
2019-03-27,188.750000,189.759995,186.550003,188.470001,187.036346,29848400
2019-03-28,188.949997,189.559998,187.529999,188.720001,187.284439,20780400
2019-03-29,189.830002,190.080002,188.539993,189.949997,188.505081,23564000
2019-04-01,191.639999,191.679993,188.380005,191.240005,189.785278,27862000
2019-04-02,191.089996,194.460007,191.050003,194.020004,192.544144,22765700
2019-04-03,193.250000,196.500000,193.149994,195.350006,193.864029,23271800
2019-04-04,194.789993,196.369995,193.139999,195.690002,194.201431,19114300
2019-04-05,196.449997,197.100006,195.929993,197.000000,195.501465,18526600
2019-04-08,196.419998,200.229996,196.339996,200.100006,198.577881,25881700
2019-04-09,200.320007,202.850006,199.229996,199.500000,197.982452,35768200
2019-04-10,198.679993,200.740005,198.179993,200.619995,199.093918,21695300
2019-04-11,200.850006,201.000000,198.440002,198.949997,197.436630,20900800
2019-04-12,199.199997,200.139999,196.210007,198.869995,197.357239,27760700
2019-04-15,198.580002,199.850006,198.009995,199.229996,197.714493,17536600
2019-04-16,199.460007,201.369995,198.559998,199.250000,197.734344,25696400
